comment,label
哪个知名美眉？,0.0
那为什么巴克利上不了呢,0.5
应该把乔丹换成巴克利，同时代乔丹国家队都没巴克利打得好,0.5
因为他们个子高，又能持球。。可以打好多位置啊，起码防守没啥问题,0.5
两次铜牌得主占C位,0.5
这种名单只要输过一场球的都该踢出,0.5
woc，老张变C位,0.0
起码防守没啥问题 也对 不防守就不会有问题,0.0
我单纯指的是身高方面昂，适配性比较多样化，起码不会被干拔。至于防守水平我可没说啥哦,0.5
不是重叠的问题，是美媒。。。你让姚明，德隆这样的NBA球员选，科比就会榜上有名,0.5
不会被干拔,0.5
铜牌哥居然最佳，真是搞笑,0.0
个子个子，对方2米1，起码詹杜尼三个身高不虚，对方想起跳投篮有点难度，科比毕竟198还是196的，差10几公分的话，还是有难度的，说明你在防守上要比防同等身高的更出力，防守出力多了不是影响体力进攻吗。。而且万一碰见文班这种类型的，一抬手就投了，你反应再快也很难封堵啊，是吧,0.5
这上面谁说了科比一场没输过然后就比谁谁强了吗？ 中国文字都没看懂跟人谈逻辑？,0.0
打控卫,0.5
你这媒体是不是类似雨说体育,0.5
杜兰特输了7场？,0.5
防守只是防对方投篮吗？,0.5
算上热身赛一共输了七场，上个奥运会小组赛打完论坛好多人都在说美国队夺不了冠了，结果还是让杜C住了,0.5
一看这站位就知道是谁的美媒,0.0
正赛不就只输了上届奥运会小组赛一场吗,0.5
C就完事了,0.5
04年铜牌能怪詹姆斯？？？？？？？？？？,0.0
詹姆斯俩耻辱铜牌，还能上？,0.0
个人认为合理。詹姆斯从未缺席美国男篮。——科蜜留,0.5
既然美国男篮最佳首发，那首先得要求作为老大带队拿到金牌吧？,0.5
人家乐意，媒体是你家的啊,0.0
铜牌哥有牌面,0.0
一进来就看到两铜在中间,0.0
给对面上身体强度，对面不就难起手了？也没见一队有多少个2米1在场的。国际赛场杀伤高的大多也是锋卫,0.5
扯淡的逻辑，这里面只有阿杜和安东尼在国际赛场证明了自己的带队能力或者砍数据的能力。,0.0
现在外网随便一个几十几百的粉丝自媒体就叫知名媒体 有些就是博流量 有些就是纯粹调侃 国内这些媒体就无脑照搬什么洋屎都往碗里放,0.0
你在搞笑吗，杜兰特啥时候输了7场，国家队生涯39连胜，就21年第一场小组赛输了法国，还是队友不给球的情况下，国家队生涯44-1，你在说什么？,0.0
总不能把蹭的那位去掉吧 就为这碟醋呢,0.0
扯淡的逻辑，没有科比，08年美国队还是一个银牌！,0.0
美国历史上赢球最多的是基德，也是一场没输！,1.0
但是个子高总比矮更好吧？而且这三个自动速度啥的也没问题，又不是个子高移动慢的那种，身体对抗更不用说了。而且杜和安国际赛场不需要多说了吧？詹平时再嘲讽，占个主力还是没问题的吧，再就是有乔丹和你重叠位置，这是没有办法的啊。。也就是哪怕你98分，其他三个96分，但是你和乔丹重叠了，所以上任意一个96分都比上你98分合适，木的办法啊,0.5
土鸡世锦赛才是带了一群新秀全胜夺冠，国际赛场的杜兰特强无敌，那时候杜兰特也才3年级，比06年某人3年级带队铜牌强太多了,1.0
“知名美媒”,0.0
这5人里面只有阿杜和安东尼在国际赛场证明了自己的带队能力或者砍数据的能力。,0.5
哪个j8️⃣美自媒体啊，拿俩铜的人也敢出现在上面，还站C位…,0.0
因为詹0812两届奥运会都进fiba奥运最佳阵容了呗，12年甚至还是奥运男篮mvp，是不是又该说詹连fiba也控制了啊？,0.0
詹姆斯换韦德,0.5
这可不是知名美媒，这是知名詹媒！,0.0
扯几把蛋呢，耐克这充值能力绝了，四个耐克的不说，网红凭啥首发加c位？梦之队缺他那十几秒运球和突不进去的抬肘八步？   首发控卫毫无疑问魔术师，另外中锋可以是梦二的奥拉朱旺，上将顶东南欧的白熊并不十分有优势。,0.0
原因是其实他们位置不重叠。我詹打的是自由人位置。,0.0
瓜送了多少礼？,0.0
美国男篮历史最强表演不是08韦德？？,0.5
08年他凭什么进最佳阵容？他打的什么玩意？,0.0
不是巴爵士？,0.5
梦之队一阵PG 魔术师 SG 乔丹 SF 甜瓜 PF 阿杜 C  大梦二阵 pG 韦德 Sg 科比 Sf  伯德 PF 巴猪 C  奥胖,0.5
因为人家拿了铜牌…,0.5
因为詹姆斯控制了奥运,0.0
算热身赛7场，你自己查,0.5
效率高，拿铜牌还不能怪队友，他的队友可是世界第一阵容啊。哈哈。,0.0
我奶奶完全不看球的来排名，也不至于排的这么离谱。。。。。,0.0
然而乔丹没打NBA时就有奥运金牌了,1.0
热身赛也算,0.5
对面两米一4号位让加内特来不就完了,0.5
老詹打控卫去了,0.5
俩铜牌是真敢往上放啊,0.0
基德科比乔丹加内特上将，确实是美国的最强阵容,1.0
乔丹大学生时，其他国家队与美国队差距有多大，需要我给你科普吗？ ,0.5
上他干嘛？换奥尼尔,0.5
不是giao怎么也评上了,0.0
乔丹站在侧面，这是哪个棒槌排的，乐。,0.0
没输过的都厉害，拿铜牌的就别来沾边了,0.0
詹姆斯换欧文才合理,0.5
没巴克利？巴克利奥运这表现不比铜牌得主强多了？,0.0
08年和12年美国奥运队给我的印象是，科比比起他当时的名头来讲，发挥确实一般多次投篮打铁。08年韦德一个爆破点，12年杜兰特。。。但是08年科比一半精力好像放在了外线的防守,0.5
那就科普下韩城奥运会男篮冠军吧,0.5
报警了，铜牌,0.0
那届世锦赛决赛的画面还历历在目的感觉，半夜在家里看杜威二少轮流抡了个冠军，没想到一转眼都14年了。,1.0
？他打的什么玩意，你是新球迷吗，你怎么不问问科比打的什么玩意，丝毫不耽误球迷吹科比拯救美国男篮于水火之中,0.0
08年：科比7场虐菜局，场均14分，打唯一的高端局西班牙20分；,0.5
自己东拉西扯，反过来说别人逻辑有问题？,0.0
詹姆斯，虐菜局的龙，高端局的虫，最后数据一平均还是一条虎。因为虐菜局至少有6场半。,0.0
凭你一句话，凭你嘴巴大,0.0
因为这是美媒 ,0.0
自己搜吧，这次奥运会得了金牌，只是在美国队的以往的任何金牌中，没有任何不同。,0.5
真几把能造谣…12年奥运男篮有der的MVP,0.0
打王者这种人可太多了，吃三路资源，数据刷的很好看，然后赢不了比赛。最后怪队友不给力。,0.0
因为他是goat,0.5
量筒,0.5
人家说mvp难道不是打的最好的那个，这就造谣了，真几把能yy,0.0
效率低能赢球，还有脸炫耀？这不是队友强是什么？ 科比职业生涯躺赢比赛太多了，前几天我才看见复盘12美国打立陶宛，立陶宛输了5分，最后时刻还领先美国，这场比赛科比7-1命中率高达14%，这不是队友帮科比擦屁股能赢？哦，不能说科比没有作用，这场比赛科比直接肘击对方球员喉咙，导致对方几秒钟内都无法呼吸差点被人送医院，真的脏的恶心。还有赛后立陶宛球员直接点名科比全场走步裁判不吹，科比把干爹哨都带到奥运会也是真的nb，干爹哨就算了，干爹哨也能7-1，无敌了。,0.0
我说的是韦德。詹姆斯那里比韦德强？？詹姆斯，碰到联防突破等于零的玩意，也能最强。。？搞笑呢？,0.0
什么叫带队,0.5
是人家跑不明白还是自己看不明白，你再捋捋,0.0
毕竟霍里也有7冠,1.0
这次奥运会得了金牌？你指的是汉城奥运会吗？,0.0
行了吧，就是现代篮球规则一直改。其实很简单一个问题，只要持球就算控制球，手掌朝上，持球，典型的控制球，不需要一定双手合球。明白吗？单手三步上篮需要合球吗？？？,0.0
铜牌GOAT，牛！,0.0
中间那个在梦之队有啥代表作吗,0.0
无所屌谓啦，让他们去争吧。,0.0
“战术都跑不明白”每天见识网友下限,0.0
这个阵容5人都能打小前锋,0.5
怎么评的？根据数据？荣誉？胜率？不管根据哪个，詹姆斯都上不了这个榜,0.0
c k m sts,0.5
那你心里那位更上不得台面了吧,0.0
俩铜牌上榜，什么野鸡榜，吉诺比利都带队carry夺金了,0.0
阿杜 丹子 韦德 科比 甜瓜,0.5
你自己不会搜吗？ 整个FIBA的比赛，美国就没有输几次，赢得那么多金牌中，乔丹大学生时期带领的美国队跟其他美国队的虐菜有什么本质不同吗？ ,0.0
大多媒体把事实报道清楚就不错了，这瞎jb发表观点，早日倒闭吧,0.0
咋没控卫,0.0
笑了，虚空编辑的荣誉也要争，这么野,0.0
因为美媒不懂球，就你最懂,0.0
带队金牌。唯一的高端局最关键的第四节科比一人13分，占全队的一半，外加两次关键助攻，带队金牌。,0.5
你快去投票,0.5
嘻嘻，气不气,0.0
你真是啥也不懂啊。美国男篮在奥运会上最后一枚由非职业球员获得的金牌，第一枚职业球员获得的金牌，这两块金牌都参与的就两个人，乔丹和尤因。还没什么不同。92年之所以要派职业球员参赛，一个重大原因就是88年的美国队输了。还虐菜，88年的美国队就是那盘菜。,0.0
不用看都知道有人在叫有黑幕，可是气死他们了呀,0.0
怎么可能是他家的，媒体是谁家的不都明白。,0.0
头像就很对味儿，这满腔的愤懑……,0.0
基德、科比一块铜牌都没呢,1.0
哈哈哈哈哈贻笑大方了,0.0
黑的没下限，理智都没了，确实开眼。,0.0
丢人,0.0
杰伦格林夏季联赛 场均24.1分钟20.3分4.3篮板2助攻，投篮命中概率FGS (51.3%) 19/37，真实投篮命中率70.7%，三分命中率3PT(52.6%) 10/19，罚球命中率FT%(92.8%) 13/14。夏季联赛还是乱杀的，争议都是他三年没有成为莫兰特级别的球员，不是他真不能打。,0.5
好歹用一个瘦弱的身体三年也能场均20分，不是随便一个人都能碰瓷，他最大的问题还是不够稳定和没杀招，说不定什么时候突然进入zone,0.5
幸好格林打过夏季联赛，要不然被这群人说的要夏季联赛场均9.9分了。格林所有的争议是他三年没有成为全明星而不是他夏季联赛能不能打,0.5
争议是他的效率越来越低，这不是个好事情。低效得分手且没有防守，真的很难被球队委以重任。,0.5
总结一下，投进了就是靠运气，投不进就是菜狗，总之就是你进不进都得立正挨喷,0.0
他最大的问题是，效率太低，而且没有看到进步,0.5
为黑而黑就没必要吧,0.5
拿一个上限到顶的巅峰数据和一个正在上升期的数据对比你也是会对比的，你怎么不拿恩比德第一年数据和前面乌布雷数据对比啊，是不是乌布雷才是76人老大啊,0.0
关键夏联大家都是瞎几把打，格林天赋完全是随便打打就效率超高，那需要什么战术啊,0.0
说了一句双刃剑，被追着咬,0.0
怎么做到的抛开事实不谈，我觉得,0.0
格林打夏联突出个轻松写意，看看数据就知道了，这这种程度的比赛他真是乱杀,1.0
一本正经的胡说八道,0.0
格林新秀夏联也是场均20分，两分三分都是50%+,0.5
话说黑归黑，人格林第一年那夏联打的已经够好了吧，50+50+90命中率，场均20分,0.5
格林的争议并不是三年没有成为全明星，库里打了5年才进的全明星，三年没进很正常。,0.5
大家对他的期望太高了,0.5
再看看格林夏季联赛集锦去吧，他那时候真就是把球投进了而已，还真没到乱杀的地步，啥也没表现出来，光看命中率是不错，可是他的进攻方式注定靠天吃饭，他都不知道自己哪个球能投进,0.5
格林的争议是不该参加那些该死的采访，掉坑里都不知道。,0.5
夏联的防守级别还真不是靠天吃饭。那种运动能力和防守纪律，格林全靠本能不需要球商就乱杀了。他是在高级别高对抗比赛里，身体对抗不行，变通能力不足。,0.5
别带节奏，我是客观火蜜。不是那个球员的个人粉。,0.5
闹麻了 和底薪乌布雷孰强孰弱还是未知数,0.0
不一定有第一年厉害,0.5
谢泼德的三分是最不需要去研究的,0.5
夏联他一直打持球，没有接球投的机会。另外夏联中锋太抽象，不好好挡拆。第一场丹特挡的还行，后面太急着下顺了,0.5
谢第一年的定位就是定点射手，偶尔客串一下控卫。上场时间不会特别高,0.5
我也觉得是这样的，他最好和阿门一起搭档替补，互相接应,0.5
我觉得他一开始上不了场，暂时小霍乐迪比他水平高很多,0.5
谢泼德目前即战力还差霍老三很远，垃圾时间能上场就不错了，不要只看夏联数据怎么怎么样，他暴露的缺点问题更大，他的培养周期不亚于阿门，也是需要长时间培养的！,0.5
我想看棍子和谢纳表演,0.5
说的挺好的 我原本以为火区的人都觉得中锋不好好挡拆后卫突进去挨帽应该怪后卫，当球队只有一个得分点的时候被针对应该怪那个一直试图破包夹的球员。,0.5
猪队友，挡拆那叫一个差,0.0
嗯嗯，知道了，回去刺区吧,0.0
不是没打过球，而是没有人像你那样打过NBA。,0.0
除了防守可能不如霍乐迪，其他哪样不比霍乐迪强？某些人看球真是抽象,0.0
他第一年能把那该死的空位三分投进。把球运过半场就行了。,0.0
他不是不会打无球 是其他人又菜又独 谢泼德都接不到球,0.0
今天有空位三分几个都没中,0.0
而且球给出去就再也回不来了，完全没有无球c&s的战术。本来就不是持球攻坚点，能场均20+50命中率已经是超出预期了,0.0
调整能力强，聪明，其他的找补回来了,0.0
再这么打下去吉安娜要提分手了,0.0
师父你是干什么工作滴？,0.0
就这糙哥还不愿意去老鹰打内线，狂的没边了,0.0
看着铁，但是动作又觉得还行,1.0
我们老鹰球迷就一直等着他出笑话,0.0
这种不错 命中率可以慢慢提升  有的内线不会这种动作 做不出来,1.0
这是真的菜，感觉今年出球星会是低顺位,0.0
说个真实的，萨尔国服的翻译很烂，人家英文名叫thrall，仆从，音译怎么也翻译不出来萨尔，应该是索瓦尔或者索瓦，不过榜眼萨尔是真萨尔，Sarr,0.0
已经有个流量爆炸的球星了,0.5
他和安度因不是一对吗？关吉安娜什么事？,0.5
这不就是普尔吗，动作标准但就是不进,0.5
说能跟文班互爆，谁都防不住谁,0.0
萨满祭司,0.5
这些动作很多中锋都能做，麦基以前的视频比他还6，主要是你得进，不进，动作再漂亮也是白塔,0.0
怪不得兽族不行了，还不如让古尔丹来呢,0.0
小乔丹的罚球姿势很标准就是命中不行,0.5
比寒冰射手还要离谱。,0.0
thrall th+rall 音译应该是施罗或者施罗尔 也不是索瓦尔,0.5
俺是种田滴,0.5
不是和沃金一对吗,0.5
湖人还有球迷？怎么NBA只有湖人勇士凯尔特人吗,0.0
现在好了一队了,0.5
小乔丹你看他运球还一顶一的呢，场上还是糙汉,0.5
这让我想到了当年约什杰克逊拒绝为手握探花签的凯尔特人试训，最后凯尔特人被迫选择了塔图姆,0.5
本内特：不狂就是状元了呦,0.5
我看到最好笑的评论是说布朗尼和约基奇顺位差不多，其实我觉得周琦和约基奇顺位好像也差不多,0.5
老实当个蓝领c多好，非要打pf，觉得自己是什么独角兽球员，到时候别连巴格利都不如,0.0
憋不出a导致的,0.0
现在的人名翻译完全违背了信达雅的标准，都是强行用拼音去套一切,0.0
啥叫被迫啊 绿军目标一直是獭兔 獭兔选秀时就是同届最好的即战力3d锋线,0.5
我都不知道他哪来的勇气，就这水平竟然拒绝火箭的试训,0.0
我怎么感觉这动作有点像阿里扎,0.5
他半年前攻防都备杨瀚森完爆,1.0
我感觉里撒切的表现也没有达到预期诶…,0.0
法国诈骗犯,0.0
没有吧我听说凯尔特人是一直都盯着塔图姆,0.5
不知道他之前是什么样的，有一说一看这身高打球的协调度感觉不会太差，不进球是有点心态问题嘛,0.5
虽然我不是老鹰球迷，但我要客观的说这一届没有你想要的那种状元，至少现阶段没有。只能对比同届谁更强。,0.5
这状元的选秀报告里优点就是这么写的啊,0.0
那你看看大本的投篮。那叫一个标准，关键是不进啊,0.5
不一样，普尔那是纯摆烂,0.0
斜坡的,0.5
说话好伤人，虽然确实没多少球迷,0.5
科比？,0.5
还要求老鹰交易贾伦约翰逊,0.0
早期还有尤迪安呢,0.5
凯尔特人目标一直就是兔子好不好，只不过确定榜眼湖人要球哥，就忽悠76人探花+首轮换了凯尔特人状元签，然后76人富尔茨，凯尔特人如愿选兔子,0.5
哪里是什么湖人球迷，不过是流量的跟风者罢了,0.0
在小牛练出来了,0.5
老鹰选里萨谢是对的，你彻底水了,0.5
魔兽要开国服了，两边跑，状态差点能理解,0.5
不如怀斯曼,0.0
真谛拉,0.0
查查他爹是谁，花多少钱买的,0.0
我咋感觉这两个人名字很相似,0.5
太毛胚了,0.0
每天固定有氧运动,0.0
要不湖人55号选你吧,0.0
榜眼水货来咯,0.0
典,0.0
老鹰：感谢不试训之恩,0.5
选秀前就说是个毛坯，但是没想到竟然只打了个地基。,0.0
突然想起了，当年自己就是三区萨尔的。服务器前五的猎人,0.5
媲美怀斯曼,0.0
天赋异禀,1.0
56号新秀打成这样也正常,0.5
铁匠,0.5
道阻且长,0.5
又当大酋长又打篮球，状态不稳定很正常,0.5
塔比特点赞,0.5
又一水货,0.0
不像个职业选手,0.0
大彩笔一个,0.0
造了个大门就开始卖,0.0
潜龙在渊,0.5
哈哈哈哈哈哈哈哈哈哈,1.0
我来做坏人，不如布朗尼,0.0
萨尔：我家住铁匠铺,0.0
老婆，快出来看塔比特,0.0
状元：里榜眼：萨探花：谢里萨谢。。,0.0
怀斯曼进攻可比他强,1.0
不如yhs,0.0
不是和沃尔一对吗？,0.0
奇才,1.0
名字取得挺好啊,1.0
沃金都挂了，不能找一个新的？,0.5
不提下布朗尼这家伙根本没人理,0.5
不是很正常，奇才脑子抽了选的,0.0
还真是,0.5
刚好和怀斯曼一起搭档，负负得正,0.0
不知道成分的人先到一边去,0.0
你应急了啊？到底是谁兄弟啊,0.0
布朗尼都回暖了，你再铁几天？,0.0
不如实打实的身体对抗，打进去,0.0
敢投就行,1.0
反正夏联之后这忽悠水平足以吸引足够多的球员去寻求指导,0.0
就这还不去老鹰呢，老鹰感谢你八辈祖宗,0.0
新秀看7年，不用着急,0.5
这几个比例太高了，占90以上了，所以就习惯性忽略其他球队了,0.5
水货,0.0
没事，他会好起来的。,1.0
铁炉堡第一工程师,0.0
去年选中文班以后说今年有个状元热门很强的萨尔  合区吧法国培养人才的能力吹上天了 就这,0.0
夏联说明不了很多问题，应该在常规赛接受场均40分钟的历练。,0.5
笑死，我这就被代表了,0.0
看起来不大聪明的样子,0.0
阿富汗玉,0.5
老话说新秀看三年猪,0.0
水平不如他哥,0.0
边笑边看,0.0
经理可要被笑话了,0.0
打铁还需自身硬呀,0.5
感觉不如周琦呢,0.0
只能说幸亏不是状元，骂名不会那么重,1.0
还有高手,0.0
菜,0.0
篮筐销售,0.5
衔接出手感觉好勉强，和文班完全不是一个感觉。,0.5
寒吊蛋,0.0
那你孤陋寡闻了,0.0
为了部落,0.0
文班去年刚打夏联也一坨屎，后面慢慢找回手感了，布朗当年打夏联也是十几中几,0.0
随便吹，反正没人亲眼看见,0.0
人们宁愿相信杨瀚森未来不如王哲林也不愿相信杨瀚森能打爆萨尔,0.0
当兽族大酋长的,0.0
你是眼里没有窝火啊。,0.0
大工匠,0.0
和我预期差不多,0.5
球别打了 回去管好部落吧,0.0
就这还只是夏季联赛，对比布朗尼只能说湖人赢麻了,0.5
吉m我已经骑了，萨尔走开,0.5
特雷杨也不算小众球星吧，还是有点知名度的,0.5
状元榜眼，必有一水,0.5
为什么选他不选别人,0.0
看样子要水啊，夏联都这水准,0.0
低级,0.0
你看他的id跟他的ip，他是湖人球迷吗，他只是詹黑,0.0
有可能压根就没有投篮能力，干不了 jj 杰克逊或者莫布里那样进攻的活儿。,0.0
他这表现真别碰瓷文班 文班就打了两场夏联 第二场27分 即使最烂的第一场也比他强太多,1.0
顺手打的，别介意,1.0
老鹰还有球迷呢,0.0
作为火箭球迷，只能说感谢奇才！,1.0
打铁的,0.0
他这头像id明显是詹黑啊,0.0
很久没看魔兽的剧情了，吉安娜啥时候跟酋长勾搭在一起了？好歹也是2234前女友呢,0.0
探花啊,0.0
有一首歌怎么唱来着……萨 是……,0.0
不是跟雷克萨一对吗？,0.5
打个赛季联赛能投出 15 中 0，也是没谁了。当初的卖点就是除了防守外，还有投篮的潜力，而不是小乔丹、麦基这种不具备任何投篮威能力的纯蓝领。他的模板是 3J 之类的。现在看来，真的是那块料吗？,0.0
加上火箭马刺,0.5
47中9,0.0
你最好不是说的布朗尼,0.5
篮球场凑人数，200一天,0.0
不知道怎么说，就夏联表现感觉是已经水掉了,0.0
萨尔给布朗尼自信 布朗给布朗尼动力,0.5
还评价个锤子，他要不是榜眼，已经给他送回国了,0.0
这话说的，湖人就没球迷？,0.0
不是和沃克一对吗,0.5
湖人确实有很多球迷,0.5
这表现都被当年的周琦完爆了。还评论个屁评论 你就是现在的周琦去 也不会15中0。,0.0
小布朗尼,0.5
一个nbl数据不如周琦的球员，有什么好吹的,0.0
他顺位太高了，一般都在低顺位,0.0
这种话真的有人信吗,0.0
第55顺位,0.5
不是跟雷克萨斯一对吗？,0.5
不应该感谢他么？还看笑话,1.0
吹着唠,0.0
萨尔常规赛进攻要转型了，就定位成吃饼蓝领，提高篮下终结手法，目标打成戈贝尔也能拿顶薪,0.5
从来没在一起，但是从一开始就绯闻不断,0.5
怀斯曼：我和他比比,0.0
就他这鸟样，杨瀚森随便打他是正常的,0.0
杨瀚森要是有他这自信就好了,0.5
和普尔组成新致命组合,0.5
"你这不是很久没看，是压根就没看过吧...珍娜不顾老爹戴琳阻止去和部落和谈的时候就""勾搭""上了，虽然我觉得这种脑补挺恶趣味的",0.0
从本质上来说确实没有，包括所谓勇士太阳凯尔特人，自认为是他们的球迷其实本质上来说并不算。你是洛杉矶当地人热爱自己城市的球队为自己城市代言的球队欢呼和支持才是真正的湖人球迷，而我们并非美国人所谓的支持湖人也只是支持喜欢的球星爱屋及乌而已或者说是习惯使然就像姚明退役还有人习惯支持火箭一样。在我看来都算不得真正支持喜欢那个队，不像美国本地人球星来来去去唯有支持的球队才是永恒,1.0
三部曲里，萨尔和吉安娜眉来眼去不是一天两天了。,0.5
杨瀚森不参加这届选秀真的迷,0.5
会跑射手战术，防守卖力，怎么没到预期呢？,0.5
喷啊 ，一视同仁，别双标,0.0
你得感谢湖人状元签“状元”布朗尼帮你吸引了百分之七十火力,0.5
港台翻译“索尔”差不多啦还是乔丹的翻译出戏，香港管迈克尔乔丹叫米高佐敦,0.5
第一张配图啥意思 哪个是萨尔,0.5
本来还挺替老鹰可惜的，直到看了选秀大会。lisa大大方方该哭哭该笑笑，这逼一脸装，然后眼神疯狂躲闪。一看就是外强中干。去老鹰吃吃饼说不定发展还好点,0.0
萨尔夏联比赛都顶不动人，手活极糙….挂一年肉，三年后再看吧,0.0
内线纯天赋     近十年  除了文班 没人比怀斯曼强,1.0
这是状元该有的定位么。。。,0.0
法国内线铁路工人,0.5
不是和萨克雷一对吗,0.5
只能说打出了球员本身的特点，但不是状元该有的定位,1.0
不是沃顿？,0.0
怪不得杨瀚森能打他,0.5
经纪人觉得打pf上限高能拿的钱多啊，就连艾顿蓝领化后都没人愿意给顶薪。这种高位秀有容错，就算他前三年失败了转型蓝领也有人买账,0.5
乔治：放老子照片干嘛？见不得人吗！,0.0
和凯恩才是一对好吧,0.5
听说要求比55顺位低,0.5
洛克塔,0.5
搭档吹杨没难度，普洱更能体现他的价值,0.5
要有礼貌,1.0
因为是粤语音译的,0.5
夏季联赛一般都是落选秀挣合同用的，高位秀都不屑打，就算打也是练练手，发挥不好也不会太离谱，这哥们新秀墙来的有点早,0.5
水货无疑,0.0
不过高顺位那几个只有谢来火箭试训了,0.0
哈哈哈,1.0
今年毕竟是小年，没有多惊艳也正常,1.0
有点搞笑,0.0
这体型没投篮就是废物啊,0.0
粤语翻译不比普通话好吗，话说怎么翻译成乔丹的，音不一样,0.5
铸剑师,0.5
现在已经是地心之战了，萨尔已经是安度因的了,0.5
是拒绝给老鹰实训,0.5
显得布朗尼没这么菜了,0.0
55顺位的穿鞋183防守大师吗？,0.0
兽族先知,0.0
有点水啊,0.0
选他的人，亮瞎了眼，不带这样坑你老板的,0.0
这还不如塔比特呢,0.0
不如太子,0.0
你们都搞错了，这个r不发音，所以才翻译成萨尔,0.5
蓝领吧。。。进攻太差了。。。,0.0
太抽象了，选到他真是倒了血霉,0.0
避免跟雷神重名,0.5
没办法，毕竟小年,0.5
不用等了，这么看肯定是个笑话,0.0
自古榜眼水货多,0.0
是不是打完大表哥之后的事了？快忘完了,0.5
佐敦挺好听的啊 香港一地方也叫佐敦,1.0
随着太子数据正常后，这位该接管流量了,0.5
？那个牧师王子？我操，重口,0.0
啊哈，这是致敬自己的哥哥吗？,0.5
怀斯曼二世,0.0
跟加尔鲁什一对,0.0
人兽混战 想想都刺激,0.5
必须得有,0.0
选秀的时候不是就说他卖的是防守？,0.0
雷暴龙詹姆斯,0.0
怎么看？乐着看,0.0
要是0中，命中率就太好算了,0.0
命中率太低了,0.0
怀字进攻还是没毛病,1.0
发音的 打兽族战役听过无数次了 自己多去听听。还有，知道thrill这个单词不？难道发音是thill？r在th后面 就没有silence的例子。退一万步，就算不发音也是索尔不是萨尔。,0.5
okidoki,0.5
有点科比的意思了,0.0
不是沃西？,0.5
台湾的索罗翻译比萨尔好，为数不多台湾翻译更好的时候,0.5
高配版布朗尼？,0.0
哥们趁现在还来得及赶快打包到郑州富士康报名吧，,0.0
的确是个奇才..我说真的是奇才….,0.0
不是沃尔玛,0.5
老鹰有球迷我能理解，魔术能有球迷我是真不能理解,0.0
幸好没来我老鹰试训,0.0
不如55顺位的布朗尼。。,0.0
这好像是台湾译名，香港翻成乐邦詹士,0.5
这还差点状元 哇哦 哇哦 NBA的球探是吃屎的吗,0.0
这些人宁愿骂骂布朗尼，也不愿骂一下萨尔,0.0
现在看到他这样可太舒服了(￣へ￣),0.0
老鹰选他不就是为了这些？,1.0
萨尔和文班亚马互爆，所以杨瀚森也可以和文班亚马互爆，文班亚马是去年的状元，萨尔是今年的榜眼，所以杨汉森是明年的探花,0.0
火箭太多新人了,1.0
感觉都很仓促 心态可能真的受影响很大,0.5
符合预期,0.0
我记得台译是为了便于观众记忆，所以尽量译成两字或三字接近中国人的名字。,0.5
这一届能选到一个合格首发水平的都不错了,0.5
雄鹿的小孩会是黑马,1.0
布朗尼现在看着真是超值。。。,0.0
以前还有个小牛后卫，什么布博瓦，鲍勃埃各种翻译,0.5
Nba球探要下岗了,0.0
如果老鹰对于状元的预期只是这些的话…,0.0
不如我,0.0
不是和麦迪文是一对吗,0.5
怎么看，萨尔打成这样只能说他是个真正的奇才,0.0
不是哥们？,0.0
然后就：为了联盟,0.0
我最看不懂的就是辛里奇那个 感觉咋拼都别扭,0.0
破产版特伦斯琼斯,0.0
有没有一种可能，别人是用粤语翻译的,0.5
不如55,0.0
不是和古尔丹吗,0.5
不如勇士的聪明榜眼,0.0
别人用的是粤语翻译，别啥都套普通话，了解一下吧,0.5
所有动作都能做出来，最后一下全完，心态不对,0.0
因为人家是法国人 名字念法确实不一样 有些人翻译不了解背景就硬按英文翻译,0.5
我看好13顺位的小后卫，战术素养不错，稳定发育定能全明星，甚至最佳阵,1.0
微光推推都不出  你不四谁四,0.0
未来可期,0.5
进步空间比任何人都大,0.5
是雷霸龍，那是台灣說法，我們叫勒邦占士的,0.5
不是和弗丁一对吗,0.5
布朗当初不就是这么铁，大器晚成罢了，布朗倪,0.0
文质彬彬,0.0
常规赛这样的话，历史最水榜眼,0.0
会不会成为历史最水状元？,0.0
吉安娜？鸡那！,0.0
不是和吼爹嘛,0.0
越试训越暴露问题,0.5
站地里扮稻草人吧，驱鸟不错,0.0
怀斯曼都比他强,0.0
打得挺好的 但是是蓝领 别进攻了没准就能下一个戈贝尔<br>,1.0
比太子差多了,0.0
这艾迪头像，也就詹黑了,0.0
依托,0.0
不是死劳吗，我一直玩的英文版，一直是死劳的发音,0.5
看完榜眼的表现，55号秀是不是也还可以,0.0
老鹰是状元签啊！他说不去老鹰，除非老鹰球球都给他玩，不然他情愿做老二当榜眼，你说这种人状元都不要情愿做榜眼的脑子是不是瓦特了，还能有什么出息！,0.0
小詹姆斯：哈哈挡不住有人吸引火力,0.0
没有啦，戴琳之死是在三战之后，是魔兽争霸时期的剧情，比魔兽世界游戏时间线还早呢,0.5
你要考虑老鹰当时有特雷杨或者魔力两个持球后卫其中之一（已知必出一个），是不大需要另外一个持球大核的，如果选萨尔也是置换年纪大了的内线，拿丽萨谢增加侧翼射手的厚度在现在这个时代总不会出大错,0.5
还能抢篮板，你看看塔比特,1.0
家族昊天锤，打铁的,0.0
确实离谱   感觉像是想去奇才当老大,0.0
我又被代表了？,0.5
我记得炉石里面就是喊萨尔啊,0.5
